item_id,transaction_id,product_id,quantity,unit_price,discount_percentage,line_total
ITEM00048,TXN00015,PROD0405,3,2578.57,0,7735.71
ITEM00049,TXN00015,PROD0346,3,1401.73,0,4205.19
ITEM00050,TXN00016,PROD0322,4,45122.37,15,153416.06
ITEM00051,TXN00016,PROD0133,1,49062.07,10,44155.86
ITEM00052,TXN00017,PROD0071,2,4972.32,10,8950.18
ITEM00053,TXN00017,PROD0409,4,4564.33,5,17344.45
ITEM00054,TXN00017,PROD0115,3,48610.64,15,123957.13
ITEM00055,TXN00018,PROD0424,1,32009.45,10,28808.51
ITEM00056,TXN00018,PROD0230,5,7159.3,0,35796.5
ITEM00057,TXN00018,PROD0291,1,3188.26,10,2869.43
ITEM00058,TXN00018,PROD0446,3,10102.36,10,27276.37
ITEM00059,TXN00018,PROD0248,3,12288.51,0,36865.53
ITEM00060,TXN00019,PROD0359,1,6866.53,15,5836.55
ITEM00061,TXN00020,PROD0051,1,11281.15,15,9588.98
ITEM00062,TXN00020,PROD0050,4,1911.8,5,7264.84
ITEM00063,TXN00021,PROD0279,2,13000.65,15,22101.1
ITEM00064,TXN00021,PROD0361,2,4763.46,15,8097.88
ITEM00065,TXN00021,PROD0458,1,9577.63,10,8619.87
ITEM00066,TXN00021,PROD0273,3,3442.86,10,9295.72
ITEM00067,TXN00021,PROD0441,3,1411.19,10,3810.21
ITEM00068,TXN00022,PROD0438,1,3311.83,15,2815.06
ITEM00069,TXN00022,PROD0127,4,2230.76,15,7584.58
ITEM00070,TXN00022,PROD0127,4,2230.76,0,8923.04
ITEM00071,TXN00022,PROD0257,1,3633.69,15,3088.64
ITEM00072,TXN00023,PROD0398,1,13925.04,15,11836.28
ITEM00073,TXN00023,PROD0475,3,378.23,15,964.49
ITEM00074,TXN00023,PROD0250,3,429.6,5,1224.36
ITEM00075,TXN00023,PROD0024,5,935.41,15,3975.49
ITEM00076,TXN00024,PROD0436,2,41665.74,10,74998.33
ITEM00077,TXN00024,PROD0207,4,29277.72,5,111255.34
ITEM00078,TXN00024,PROD0235,2,44780.68,0,89561.36
ITEM00079,TXN00025,PROD0068,2,1092.59,0,2185.18
ITEM00080,TXN00025,PROD0489,3,295.95,5,843.46
ITEM00081,TXN00025,PROD0033,5,28413.45,0,142067.25
ITEM00082,TXN00025,PROD0421,5,3109.97,5,14772.36
ITEM00083,TXN00025,PROD0086,5,6649.96,10,29924.82
ITEM00084,TXN00026,PROD0002,2,2486.55,15,4227.14
ITEM00085,TXN00026,PROD0321,3,683.32,10,1844.96
ITEM00086,TXN00027,PROD0494,3,35093.74,10,94753.1
ITEM00087,TXN00027,PROD0368,3,4605.39,15,11743.74
ITEM00088,TXN00027,PROD0179,3,3824.96,15,9753.65
ITEM00089,TXN00028,PROD0305,5,877.06,0,4385.3
ITEM00090,TXN00029,PROD0397,5,742.74,10,3342.33
ITEM00091,TXN00029,PROD0109,2,3398.06,0,6796.12
ITEM00092,TXN00029,PROD0331,4,962.12,15,3271.21
ITEM00093,TXN00029,PROD0114,5,1581.09,5,7510.18
ITEM00094,TXN00030,PROD0376,5,7412.87,10,33357.92
ITEM00095,TXN00031,PROD0029,1,811.67,15,689.92
ITEM00096,TXN00031,PROD0096,4,729.82,0,2919.28
ITEM00097,TXN00031,PROD0381,3,4171.77,10,11263.78
ITEM00098,TXN00031,PROD0251,5,1766.01,0,8830.05
ITEM00099,TXN00031,PROD0099,3,5773.12,15,14721.46
ITEM00100,TXN00032,PROD0366,2,977.08,15,1661.04
ITEM00101,TXN00032,PROD0420,3,4182.31,0,12546.93
ITEM00102,TXN00033,PROD0200,3,3941.8,5,11234.13
ITEM00103,TXN00033,PROD0429,4,6701.82,10,24126.55
ITEM00104,TXN00033,PROD0289,2,25414.5,5,48287.55
ITEM00105,TXN00034,PROD0193,2,16649.73,10,29969.51
ITEM00106,TXN00035,PROD0353,4,4204.33,5,15976.45
ITEM00107,TXN00036,PROD0021,2,928.38,15,1578.25
ITEM00108,TXN00036,PROD0146,2,13324.53,15,22651.7
ITEM00109,TXN00036,PROD0049,5,5684.15,15,24157.64
ITEM00110,TXN00036,PROD0471,2,7026.04,15,11944.27
ITEM00111,TXN00036,PROD0286,2,5429.65,0,10859.3
ITEM00112,TXN00037,PROD0098,2,748.85,15,1273.05
ITEM00113,TXN00037,PROD0122,3,2388.39,0,7165.17
ITEM00114,TXN00037,PROD0155,4,7006.17,10,25222.21
ITEM00115,TXN00037,PROD0218,2,1360.58,5,2585.1
ITEM00116,TXN00038,PROD0149,3,42535.75,0,127607.25
ITEM00117,TXN00039,PROD0088,2,7624.97,15,12962.45
ITEM00118,TXN00039,PROD0355,3,707.01,15,1802.88
ITEM00119,TXN00039,PROD0228,4,29031.13,0,116124.52
ITEM00120,TXN00039,PROD0432,4,1682.89,15,5721.83
ITEM00121,TXN00040,PROD0062,1,2502.05,0,2502.05
ITEM00122,TXN00041,PROD0351,1,930.24,5,883.73
ITEM00123,TXN00041,PROD0297,2,2687.25,15,4568.32
ITEM00124,TXN00041,PROD0073,2,1693.0,15,2878.1
ITEM00125,TXN00041,PROD0439,5,3488.05,0,17440.25
ITEM00126,TXN00041,PROD0423,3,5774.52,10,15591.2
ITEM00127,TXN00042,PROD0067,4,33904.87,10,122057.53
ITEM00128,TXN00042,PROD0385,1,7675.97,5,7292.17
ITEM00129,TXN00043,PROD0305,3,877.06,15,2236.5
ITEM00130,TXN00044,PROD0415,5,1353.12,15,5750.76
ITEM00131,TXN00044,PROD0225,2,7781.6,5,14785.04
ITEM00132,TXN00045,PROD0301,3,4823.13,10,13022.45
ITEM00133,TXN00046,PROD0096,3,729.82,5,2079.99
ITEM00134,TXN00047,PROD0281,2,12675.6,0,25351.2
ITEM00135,TXN00048,PROD0253,2,13450.28,0,26900.56
ITEM00136,TXN00048,PROD0255,5,26599.71,0,132998.55
ITEM00137,TXN00048,PROD0434,2,1589.2,0,3178.4
ITEM00138,TXN00048,PROD0233,4,49992.77,15,169975.42
ITEM00139,TXN00049,PROD0114,3,1581.09,0,4743.27
ITEM00140,TXN00050,PROD0240,5,1793.02,15,7620.34
ITEM00141,TXN00050,PROD0491,3,36399.77,15,92819.41
ITEM00142,TXN00050,PROD0291,2,3188.26,0,6376.52
ITEM00143,TXN00050,PROD0123,1,4844.59,15,4117.9
ITEM00144,TXN00051,PROD0197,1,6780.93,15,5763.79
ITEM00145,TXN00051,PROD0167,5,14817.57,10,66679.07
ITEM00146,TXN00051,PROD0257,5,3633.69,0,18168.45
ITEM00147,TXN00051,PROD0276,1,914.27,5,868.56
ITEM00148,TXN00052,PROD0261,4,4361.94,15,14830.6
ITEM00149,TXN00052,PROD0337,5,41388.97,0,206944.85
ITEM00150,TXN00052,PROD0347,1,14897.77,5,14152.88
ITEM00151,TXN00052,PROD0158,1,45208.11,0,45208.11
ITEM00152,TXN00053,PROD0462,1,1958.15,0,1958.15
ITEM00153,TXN00053,PROD0210,1,4724.24,10,4251.82
ITEM00154,TXN00054,PROD0453,4,1062.53,0,4250.12
ITEM00155,TXN00054,PROD0108,1,10404.38,5,9884.16
ITEM00156,TXN00054,PROD0258,4,7879.56,0,31518.24
ITEM00157,TXN00054,PROD0422,4,41771.06,5,158730.03
ITEM00158,TXN00055,PROD0057,1,9393.18,0,9393.18
ITEM00159,TXN00056,PROD0218,5,1360.58,10,6122.61
ITEM00160,TXN00057,PROD0073,1,1693.0,10,1523.7
ITEM00161,TXN00058,PROD0331,4,962.12,15,3271.21
ITEM00162,TXN00059,PROD0128,2,31658.59,15,53819.6
ITEM00163,TXN00059,PROD0007,3,1938.02,15,4941.95
ITEM00164,TXN00060,PROD0421,4,3109.97,0,12439.88
ITEM00165,TXN00061,PROD0064,2,3134.13,5,5954.85
ITEM00166,TXN00062,PROD0340,3,7054.92,15,17990.05
ITEM00167,TXN00062,PROD0285,3,7081.19,5,20181.39
ITEM00168,TXN00062,PROD0232,2,577.61,0,1155.22
ITEM00169,TXN00062,PROD0396,4,2950.38,10,10621.37
ITEM00170,TXN00063,PROD0227,4,6759.18,10,24333.05
ITEM00171,TXN00063,PROD0178,1,3341.92,5,3174.82
ITEM00172,TXN00064,PROD0321,4,683.32,15,2323.29
ITEM00173,TXN00064,PROD0365,3,1732.47,15,4417.8
ITEM00174,TXN00064,PROD0055,2,4873.58,10,8772.44
ITEM00175,TXN00065,PROD0211,4,2105.38,5,8000.44
ITEM00176,TXN00065,PROD0494,3,35093.74,10,94753.1
ITEM00177,TXN00066,PROD0030,5,42738.26,10,192322.17
ITEM00178,TXN00066,PROD0064,5,3134.13,15,13320.05
ITEM00179,TXN00066,PROD0306,1,4989.85,15,4241.37
ITEM00180,TXN00066,PROD0388,2,1335.5,15,2270.35
ITEM00181,TXN00066,PROD0439,3,3488.05,0,10464.15
ITEM00182,TXN00067,PROD0456,2,3979.64,0,7959.28
ITEM00183,TXN00067,PROD0398,1,13925.04,10,12532.54
ITEM00184,TXN00067,PROD0434,5,1589.2,5,7548.7
ITEM00185,TXN00067,PROD0125,2,13514.33,5,25677.23
ITEM00186,TXN00067,PROD0354,2,4429.81,0,8859.62
ITEM00187,TXN00068,PROD0389,1,26003.38,15,22102.87
ITEM00188,TXN00069,PROD0461,2,32169.77,5,61122.56
ITEM00189,TXN00069,PROD0135,2,13200.9,10,23761.62
ITEM00190,TXN00069,PROD0391,2,1733.28,5,3293.23
ITEM00191,TXN00069,PROD0438,1,3311.83,0,3311.83
ITEM00192,TXN00070,PROD0325,4,3060.95,15,10407.23
ITEM00193,TXN00070,PROD0458,3,9577.63,10,25859.6
ITEM00194,TXN00070,PROD0137,2,5098.42,10,9177.16
ITEM00195,TXN00071,PROD0013,3,1835.71,15,4681.06
ITEM00196,TXN00071,PROD0490,4,10396.85,0,41587.4
ITEM00197,TXN00071,PROD0111,4,6537.23,0,26148.92
ITEM00198,TXN00071,PROD0188,3,3742.08,5,10664.93
ITEM00199,TXN00071,PROD0330,2,5153.59,10,9276.46
ITEM00200,TXN00072,PROD0372,5,242.82,0,1214.1
ITEM00201,TXN00072,PROD0313,5,5523.76,10,24856.92
ITEM00202,TXN00072,PROD0113,1,21617.62,15,18374.98
ITEM00203,TXN00073,PROD0283,3,26954.55,0,80863.65
ITEM00204,TXN00073,PROD0321,1,683.32,0,683.32
ITEM00205,TXN00073,PROD0261,5,4361.94,5,20719.21
ITEM00206,TXN00073,PROD0338,2,5701.13,5,10832.15
ITEM00207,TXN00073,PROD0148,1,3015.45,5,2864.68
ITEM00208,TXN00074,PROD0064,2,3134.13,5,5954.85
ITEM00209,TXN00074,PROD0055,1,4873.58,0,4873.58
ITEM00210,TXN00075,PROD0478,4,3708.46,5,14092.15
ITEM00211,TXN00075,PROD0223,4,1748.69,0,6994.76
ITEM00212,TXN00075,PROD0063,5,4025.38,0,20126.9
ITEM00213,TXN00076,PROD0036,3,1605.31,5,4575.13
ITEM00214,TXN00076,PROD0419,5,9545.51,0,47727.55
ITEM00215,TXN00076,PROD0069,3,48021.51,10,129658.08
ITEM00216,TXN00077,PROD0152,1,7002.42,10,6302.18
ITEM00217,TXN00077,PROD0209,3,29469.39,15,75146.94
ITEM00218,TXN00077,PROD0445,1,5651.96,10,5086.76
ITEM00219,TXN00078,PROD0104,5,816.01,0,4080.05
ITEM00220,TXN00078,PROD0428,4,3994.04,10,14378.54
ITEM00221,TXN00078,PROD0196,4,3935.45,0,15741.8
ITEM00222,TXN00078,PROD0099,2,5773.12,15,9814.3
ITEM00223,TXN00079,PROD0237,2,212.2,15,360.74
ITEM00224,TXN00079,PROD0310,4,3130.03,5,11894.11
ITEM00225,TXN00079,PROD0012,2,47026.3,0,94052.6
ITEM00226,TXN00080,PROD0339,1,576.39,15,489.93
ITEM00227,TXN00080,PROD0198,5,808.8,0,4044.0
ITEM00228,TXN00080,PROD0353,5,4204.33,10,18919.49
ITEM00229,TXN00080,PROD0194,1,14364.67,0,14364.67
ITEM00230,TXN00080,PROD0355,3,707.01,15,1802.88
ITEM00231,TXN00081,PROD0137,4,5098.42,5,19374.0
ITEM00232,TXN00081,PROD0225,2,7781.6,5,14785.04
ITEM00233,TXN00082,PROD0334,2,5421.26,10,9758.27
ITEM00234,TXN00083,PROD0258,2,7879.56,5,14971.16
ITEM00235,TXN00084,PROD0132,4,5822.79,10,20962.04
ITEM00236,TXN00084,PROD0066,4,46193.1,5,175533.78
ITEM00237,TXN00084,PROD0092,5,481.09,5,2285.18
ITEM00238,TXN00084,PROD0398,4,13925.04,15,47345.14
ITEM00239,TXN00084,PROD0141,3,282.37,5,804.75
ITEM00240,TXN00085,PROD0190,1,2291.06,15,1947.4
ITEM00241,TXN00085,PROD0279,4,13000.65,15,44202.21
ITEM00242,TXN00085,PROD0232,2,577.61,10,1039.7
ITEM00243,TXN00085,PROD0383,1,3412.82,15,2900.9
ITEM00244,TXN00086,PROD0125,4,13514.33,10,48651.59
ITEM00245,TXN00086,PROD0370,3,17642.43,5,50280.93
ITEM00246,TXN00086,PROD0084,3,7547.97,10,20379.52
ITEM00247,TXN00086,PROD0296,2,884.36,10,1591.85
ITEM00248,TXN00087,PROD0149,4,42535.75,5,161635.85
ITEM00249,TXN00087,PROD0041,4,1448.51,0,5794.04
ITEM00250,TXN00087,PROD0355,3,707.01,0,2121.03
ITEM00251,TXN00087,PROD0273,4,3442.86,0,13771.44
ITEM00252,TXN00087,PROD0188,4,3742.08,0,14968.32
ITEM00253,TXN00088,PROD0286,5,5429.65,0,27148.25
ITEM00254,TXN00088,PROD0128,3,31658.59,15,80729.4
ITEM00255,TXN00088,PROD0078,1,5747.74,0,5747.74
ITEM00256,TXN00088,PROD0435,4,2582.25,0,10329.0
ITEM00257,TXN00089,PROD0210,3,4724.24,15,12046.81
ITEM00258,TXN00089,PROD0311,2,3826.29,10,6887.32
ITEM00259,TXN00089,PROD0157,4,1426.12,10,5134.03
ITEM00260,TXN00090,PROD0091,3,6406.37,15,16336.24
ITEM00261,TXN00090,PROD0306,5,4989.85,10,22454.33
ITEM00262,TXN00090,PROD0396,3,2950.38,5,8408.58
ITEM00263,TXN00090,PROD0339,1,576.39,0,576.39
ITEM00264,TXN00091,PROD0026,3,1466.59,5,4179.78
ITEM00265,TXN00091,PROD0078,2,5747.74,15,9771.16
ITEM00266,TXN00091,PROD0493,5,5494.52,0,27472.6
ITEM00267,TXN00091,PROD0469,3,5182.95,10,13993.96
ITEM00268,TXN00092,PROD0447,2,1972.62,0,3945.24
ITEM00269,TXN00092,PROD0299,2,1997.69,5,3795.61
ITEM00270,TXN00092,PROD0282,4,11303.37,0,45213.48
ITEM00271,TXN00093,PROD0039,4,5564.22,10,20031.19
ITEM00272,TXN00093,PROD0358,2,2263.03,15,3847.15
ITEM00273,TXN00093,PROD0099,5,5773.12,15,24535.76
ITEM00274,TXN00094,PROD0474,4,4574.74,15,15554.12
ITEM00275,TXN00094,PROD0053,5,28773.8,15,122288.65
ITEM00276,TXN00094,PROD0400,2,2517.47,0,5034.94
ITEM00277,TXN00094,PROD0290,4,24036.86,15,81725.32
ITEM00278,TXN00094,PROD0414,4,4614.28,0,18457.12
ITEM00279,TXN00095,PROD0218,1,1360.58,10,1224.52
ITEM00280,TXN00095,PROD0154,2,13701.18,5,26032.24
ITEM00281,TXN00095,PROD0016,2,7599.43,15,12919.03
ITEM00282,TXN00095,PROD0452,4,21329.73,10,76787.03
ITEM00283,TXN00096,PROD0254,4,1617.5,15,5499.5
ITEM00284,TXN00097,PROD0128,4,31658.59,5,120302.64
ITEM00285,TXN00097,PROD0336,4,915.5,0,3662.0
ITEM00286,TXN00097,PROD0438,4,3311.83,15,11260.22
ITEM00287,TXN00097,PROD0346,2,1401.73,5,2663.29
ITEM00288,TXN00098,PROD0156,1,3275.25,0,3275.25
ITEM00289,TXN00098,PROD0121,3,10822.73,5,30844.78
ITEM00290,TXN00098,PROD0293,4,2921.18,10,10516.25
ITEM00291,TXN00099,PROD0239,1,6778.86,15,5762.03
ITEM00292,TXN00099,PROD0291,5,3188.26,0,15941.3
ITEM00293,TXN00099,PROD0381,1,4171.77,10,3754.59
ITEM00294,TXN00099,PROD0317,4,7738.25,5,29405.35
ITEM00295,TXN00099,PROD0096,4,729.82,15,2481.39
ITEM00296,TXN00100,PROD0259,5,2257.28,15,9593.44
ITEM00297,TXN00100,PROD0302,2,2810.23,15,4777.39
ITEM00298,TXN00100,PROD0412,4,10696.81,5,40647.88
ITEM00299,TXN00100,PROD0358,5,2263.03,0,11315.15
ITEM00300,TXN00101,PROD0317,5,7738.25,0,38691.25
ITEM00301,TXN00101,PROD0048,1,894.67,10,805.2
ITEM00302,TXN00102,PROD0448,5,2895.53,15,12306.0
ITEM00303,TXN00102,PROD0377,1,976.79,10,879.11
ITEM00304,TXN00103,PROD0158,4,45208.11,5,171790.82
ITEM00305,TXN00103,PROD0434,4,1589.2,5,6038.96
ITEM00306,TXN00103,PROD0018,1,4036.89,5,3835.05
ITEM00307,TXN00103,PROD0071,3,4972.32,5,14171.11
ITEM00308,TXN00103,PROD0183,5,5602.27,0,28011.35
ITEM00309,TXN00104,PROD0001,5,1323.37,15,5624.32
ITEM00310,TXN00104,PROD0115,2,48610.64,10,87499.15
ITEM00311,TXN00105,PROD0122,5,2388.39,15,10150.66
ITEM00312,TXN00105,PROD0104,5,816.01,10,3672.05
ITEM00313,TXN00106,PROD0013,2,1835.71,15,3120.71
ITEM00314,TXN00106,PROD0485,5,1302.63,10,5861.84
ITEM00315,TXN00107,PROD0051,2,11281.15,0,22562.3
ITEM00316,TXN00108,PROD0269,5,7398.31,5,35141.97
ITEM00317,TXN00108,PROD0073,1,1693.0,15,1439.05
ITEM00318,TXN00109,PROD0061,5,4829.89,0,24149.45
ITEM00319,TXN00110,PROD0160,2,15532.01,10,27957.62
ITEM00320,TXN00110,PROD0145,2,1590.93,0,3181.86
ITEM00321,TXN00110,PROD0108,5,10404.38,5,49420.8
ITEM00322,TXN00110,PROD0417,4,14649.24,10,52737.26
ITEM00323,TXN00111,PROD0217,1,14512.68,0,14512.68
ITEM00324,TXN00112,PROD0393,4,1530.57,5,5816.17
ITEM00325,TXN00113,PROD0396,4,2950.38,5,11211.44
ITEM00326,TXN00113,PROD0377,5,976.79,10,4395.56
ITEM00327,TXN00114,PROD0491,5,36399.77,5,172898.91
ITEM00328,TXN00114,PROD0237,5,212.2,0,1061.0
ITEM00329,TXN00114,PROD0336,4,915.5,0,3662.0
ITEM00330,TXN00114,PROD0024,1,935.41,15,795.1
ITEM00331,TXN00114,PROD0312,5,4646.97,10,20911.37
ITEM00332,TXN00115,PROD0453,5,1062.53,0,5312.65
ITEM00333,TXN00116,PROD0174,4,5554.1,10,19994.76
ITEM00334,TXN00116,PROD0143,5,32312.85,0,161564.25
ITEM00335,TXN00116,PROD0350,3,3095.53,0,9286.59
ITEM00336,TXN00117,PROD0248,2,12288.51,15,20890.47
ITEM00337,TXN00117,PROD0454,2,472.76,10,850.97
ITEM00338,TXN00118,PROD0379,4,10931.85,10,39354.66
ITEM00339,TXN00118,PROD0301,5,4823.13,15,20498.3
ITEM00340,TXN00119,PROD0225,1,7781.6,0,7781.6
ITEM00341,TXN00119,PROD0294,3,647.14,10,1747.28
ITEM00342,TXN00119,PROD0298,1,40292.79,0,40292.79
ITEM00343,TXN00119,PROD0338,2,5701.13,10,10262.03
ITEM00344,TXN00120,PROD0338,4,5701.13,5,21664.29
ITEM00345,TXN00120,PROD0194,4,14364.67,0,57458.68
ITEM00346,TXN00120,PROD0371,1,14900.19,5,14155.18
ITEM00347,TXN00121,PROD0371,3,14900.19,5,42465.54
ITEM00348,TXN00121,PROD0359,4,6866.53,10,24719.51
ITEM00349,TXN00121,PROD0334,1,5421.26,10,4879.13
ITEM00350,TXN00121,PROD0198,4,808.8,15,2749.92
ITEM00351,TXN00121,PROD0076,5,3925.92,10,17666.64
ITEM00352,TXN00122,PROD0004,2,3885.72,5,7382.87
ITEM00353,TXN00122,PROD0312,1,4646.97,10,4182.27
ITEM00354,TXN00122,PROD0288,3,8758.15,0,26274.45
ITEM00355,TXN00122,PROD0117,4,3257.92,5,12380.1
ITEM00356,TXN00123,PROD0270,1,430.35,5,408.83
ITEM00357,TXN00123,PROD0277,2,956.58,15,1626.19
ITEM00358,TXN00123,PROD0328,2,4522.16,5,8592.1
ITEM00359,TXN00124,PROD0231,5,420.74,10,1893.33
ITEM00360,TXN00124,PROD0178,4,3341.92,15,11362.53
ITEM00361,TXN00125,PROD0257,5,3633.69,0,18168.45
ITEM00362,TXN00125,PROD0482,2,1596.11,10,2873.0
ITEM00363,TXN00125,PROD0185,4,43135.78,5,163915.96
ITEM00364,TXN00125,PROD0421,3,3109.97,0,9329.91
ITEM00365,TXN00126,PROD0375,3,330.42,0,991.26
ITEM00366,TXN00126,PROD0141,5,282.37,0,1411.85
ITEM00367,TXN00126,PROD0427,4,360.58,0,1442.32
ITEM00368,TXN00127,PROD0095,2,6982.07,0,13964.14
ITEM00369,TXN00127,PROD0147,1,3934.23,0,3934.23
ITEM00370,TXN00127,PROD0194,1,14364.67,10,12928.2
ITEM00371,TXN00127,PROD0489,2,295.95,10,532.71
ITEM00372,TXN00128,PROD0211,3,2105.38,10,5684.53
ITEM00373,TXN00128,PROD0090,4,4514.68,10,16252.85
ITEM00374,TXN00128,PROD0244,5,1561.42,15,6636.03
ITEM00375,TXN00128,PROD0462,3,1958.15,0,5874.45
ITEM00376,TXN00129,PROD0367,3,36743.08,0,110229.24
ITEM00377,TXN00129,PROD0057,5,9393.18,10,42269.31
ITEM00378,TXN00129,PROD0416,3,5951.89,0,17855.67
ITEM00379,TXN00129,PROD0375,4,330.42,15,1123.43
ITEM00380,TXN00129,PROD0437,1,1719.73,5,1633.74
ITEM00381,TXN00130,PROD0160,2,15532.01,0,31064.02
ITEM00382,TXN00131,PROD0334,2,5421.26,0,10842.52
ITEM00383,TXN00132,PROD0148,1,3015.45,10,2713.9
ITEM00384,TXN00133,PROD0206,2,1779.27,15,3024.76
ITEM00385,TXN00133,PROD0235,4,44780.68,10,161210.45
ITEM00386,TXN00134,PROD0107,3,311.23,10,840.32
ITEM00387,TXN00134,PROD0040,3,11106.85,5,31654.52
ITEM00388,TXN00134,PROD0262,5,625.01,0,3125.05
ITEM00389,TXN00135,PROD0424,2,32009.45,0,64018.9
ITEM00390,TXN00135,PROD0027,5,6735.32,5,31992.77
ITEM00391,TXN00135,PROD0325,2,3060.95,15,5203.61
ITEM00392,TXN00135,PROD0270,3,430.35,5,1226.5
ITEM00393,TXN00136,PROD0001,2,1323.37,5,2514.4
ITEM00394,TXN00137,PROD0304,1,24961.45,0,24961.45
ITEM00395,TXN00137,PROD0055,3,4873.58,5,13889.7
ITEM00396,TXN00137,PROD0333,1,47924.76,15,40736.05
ITEM00397,TXN00138,PROD0348,5,13491.49,5,64084.58
ITEM00398,TXN00138,PROD0128,3,31658.59,15,80729.4
ITEM00399,TXN00138,PROD0123,5,4844.59,0,24222.95
ITEM00400,TXN00138,PROD0336,1,915.5,0,915.5
ITEM00401,TXN00138,PROD0107,2,311.23,10,560.21
ITEM00402,TXN00139,PROD0129,1,47120.54,15,40052.46
ITEM00403,TXN00140,PROD0378,1,7351.02,5,6983.47
ITEM00404,TXN00140,PROD0053,5,28773.8,5,136675.55
ITEM00405,TXN00140,PROD0492,2,9577.16,0,19154.32
ITEM00406,TXN00140,PROD0298,3,40292.79,0,120878.37
ITEM00407,TXN00140,PROD0114,4,1581.09,15,5375.71
ITEM00408,TXN00141,PROD0340,3,7054.92,15,17990.05
ITEM00409,TXN00141,PROD0247,5,1341.36,15,5700.78
ITEM00410,TXN00142,PROD0448,1,2895.53,0,2895.53
ITEM00411,TXN00142,PROD0409,3,4564.33,10,12323.69
ITEM00412,TXN00142,PROD0233,4,49992.77,15,169975.42
ITEM00413,TXN00142,PROD0133,5,49062.07,0,245310.35
ITEM00414,TXN00143,PROD0413,3,6394.75,10,17265.83
ITEM00415,TXN00144,PROD0268,1,3610.76,0,3610.76
ITEM00416,TXN00144,PROD0208,3,1276.19,0,3828.57
ITEM00417,TXN00144,PROD0215,3,1021.94,10,2759.24
ITEM00418,TXN00144,PROD0184,3,25772.36,0,77317.08
ITEM00419,TXN00144,PROD0264,2,7702.4,5,14634.56
ITEM00420,TXN00145,PROD0162,1,3001.95,15,2551.66
ITEM00421,TXN00146,PROD0430,5,15540.96,0,77704.8
ITEM00422,TXN00146,PROD0064,4,3134.13,0,12536.52
ITEM00423,TXN00147,PROD0435,1,2582.25,5,2453.14
ITEM00424,TXN00147,PROD0343,1,6783.69,10,6105.32
