product_id,product_name,category,sub_category,price,cost,brand,stock_quantity,supplier_id
PROD0055,Course,Clothing,Respond,4873.58,3300.87,Castillo-Turner,83,SUP050
PROD0056,Town,Books,Put,938.99,598.81,Wong and Sons,273,SUP004
PROD0057,Well,Home & Kitchen,Large,9393.18,7488.45,"Dawson, Burns and Daniels",287,SUP003
PROD0058,Political,Home & Kitchen,School,3489.66,2422.81,"Hendrix, Schneider and Reed",452,SUP046
PROD0059,Benefit,Beauty,Career,6120.16,4931.9,Buckley Inc,496,SUP022
PROD0060,But,Electronics,Draw,28848.96,20733.99,Mata PLC,168,SUP043
PROD0061,Pay,Beauty,Go,4829.89,3634.46,Little PLC,491,SUP003
PROD0062,Thought,Clothing,Hospital,2502.05,1619.47,Arnold Ltd,446,SUP046
PROD0063,Threat,Clothing,Improve,4025.38,2580.68,Black PLC,93,SUP024
PROD0064,From,Clothing,Themselves,3134.13,2040.87,Walter-Alexander,472,SUP050
PROD0065,Hope,Electronics,Walk,27988.31,22382.03,Stephens-Brewer,88,SUP014
PROD0066,Fall,Electronics,Two,46193.1,34782.7,"Cardenas, Daniel and Huynh",388,SUP008
PROD0067,Wall,Electronics,Sometimes,33904.87,22119.56,Young LLC,454,SUP018
PROD0068,High,Clothing,Decision,1092.59,722.86,Aguilar LLC,87,SUP037
PROD0069,Under,Electronics,System,48021.51,29994.73,Hughes Group,370,SUP026
PROD0070,Run,Books,Pay,1439.34,1140.44,"Fox, Young and Stevenson",237,SUP032
PROD0071,After,Beauty,Board,4972.32,3792.31,"Duarte, Cooper and Porter",331,SUP003
PROD0072,And,Clothing,Right,2921.46,2173.59,Stokes Inc,221,SUP040
PROD0073,Into,Books,Bed,1693.0,1252.66,"Small, Vega and Novak",304,SUP009
PROD0074,Wind,Sports,Professor,3928.99,2976.19,Hamilton-Nguyen,311,SUP047
PROD0075,Push,Electronics,Student,25808.07,20713.56,"Day, Barber and Johnson",248,SUP036
PROD0076,Worry,Beauty,Will,3925.92,3020.24,Collins-Davis,344,SUP016
PROD0077,Toward,Clothing,Start,2022.85,1392.54,Maldonado-Anderson,452,SUP020
PROD0078,Less,Beauty,Even,5747.74,4553.67,Goodwin LLC,75,SUP029
PROD0079,Exist,Sports,Environmental,1353.8,984.01,Martinez-Elliott,403,SUP037
PROD0080,Student,Home & Kitchen,Identify,6714.19,5366.01,"Becker, Curtis and Herrera",128,SUP002
PROD0081,Morning,Home & Kitchen,Same,7138.8,4693.96,"Jones, Colon and Reyes",48,SUP050
PROD0082,Course,Clothing,Film,1043.75,784.78,"Jordan, Gordon and Moyer",37,SUP029
PROD0083,Road,Beauty,Least,2416.62,1857.93,Jenkins and Sons,402,SUP013
PROD0084,Attack,Beauty,Role,7547.97,5530.9,Ortega-Myers,62,SUP038
PROD0085,Last,Electronics,Themselves,47111.77,28753.42,"Fritz, Garner and Calderon",197,SUP023
PROD0086,Real,Sports,Build,6649.96,4919.29,"Castillo, Walker and Boyd",469,SUP035
PROD0087,Father,Sports,She,6379.55,4945.72,"Jenkins, Gutierrez and Holloway",179,SUP024
PROD0088,Available,Sports,Growth,7624.97,6024.79,"Rodriguez, Fitzpatrick and Glass",442,SUP012
PROD0089,Assume,Clothing,Pass,1769.15,1411.81,Davis Inc,162,SUP031
PROD0090,Look,Clothing,Great,4514.68,3702.31,Sanders-Mcdonald,182,SUP021
PROD0091,Cover,Beauty,Break,6406.37,4453.49,Hernandez-Huynh,302,SUP008
PROD0092,Material,Books,New,481.09,348.42,Wolfe-Smith,38,SUP012
PROD0093,Move,Clothing,Child,3160.56,1962.21,Haney Inc,192,SUP003
PROD0094,Yes,Home & Kitchen,Its,10938.53,8882.58,Kline Inc,92,SUP031
PROD0095,Street,Sports,Tonight,6982.07,5659.01,Martinez LLC,362,SUP017
PROD0096,Medical,Beauty,Seek,729.82,486.86,"Lambert, Simpson and Herrera",232,SUP009
PROD0097,Later,Sports,Watch,1546.51,966.29,Boyer Ltd,66,SUP011
PROD0098,Attack,Books,Drug,748.85,538.5,Rodriguez PLC,197,SUP034
PROD0099,Base,Beauty,Rather,5773.12,4482.02,King PLC,408,SUP033
PROD0100,Husband,Electronics,Else,37640.62,25349.89,Jacobs-Soto,336,SUP050
PROD0101,I,Clothing,Resource,4781.54,3046.06,Figueroa LLC,345,SUP034
PROD0102,Actually,Beauty,Pm,958.66,745.86,Wade Group,220,SUP001
PROD0103,Other,Books,Little,1352.24,849.7,Romero-Mcdonald,72,SUP032
PROD0104,Look,Clothing,I,816.01,491.68,"Logan, Choi and Spencer",114,SUP032
PROD0105,Chair,Sports,Increase,6650.37,5253.17,Cruz Inc,59,SUP023
PROD0106,Go,Sports,Condition,11660.5,8837.21,Davis-Jones,309,SUP033
PROD0107,Easy,Books,Add,311.23,220.74,Morgan-Morse,339,SUP015
PROD0108,Fall,Electronics,Exactly,10404.38,7148.95,Anderson-Johnson,205,SUP002
PROD0109,Able,Home & Kitchen,Direction,3398.06,2052.5,"White, Allen and Miller",423,SUP020
PROD0110,Interest,Electronics,Investment,36282.87,28237.92,"Eaton, Wolf and Brooks",96,SUP018
PROD0111,We,Beauty,Represent,6537.23,4342.09,Jones-Castro,297,SUP043
PROD0112,Range,Home & Kitchen,Away,14407.61,9373.23,"Robertson, Barber and Hernandez",300,SUP042
PROD0113,None,Electronics,Middle,21617.62,13609.5,"Brown, Hernandez and Cook",227,SUP032
PROD0114,Attack,Books,North,1581.09,1296.09,"Carter, Stevenson and Walker",438,SUP047
PROD0115,Responsibility,Electronics,Couple,48610.64,32185.38,Johnson Inc,19,SUP040
PROD0116,Line,Sports,Water,11958.9,8740.09,"Sparks, Thompson and Mullen",298,SUP023
PROD0117,My,Clothing,Various,3257.92,2253.85,Kirby-Rose,425,SUP039
PROD0118,Wall,Clothing,That,3043.88,2094.64,Meyers PLC,400,SUP018
PROD0119,Treatment,Electronics,Property,40815.11,24517.14,"Peterson, Johnson and Green",483,SUP001
PROD0120,Artist,Sports,Real,5930.28,4428.71,"Murray, Williams and Weeks",210,SUP049
PROD0121,Pretty,Home & Kitchen,Federal,10822.73,7954.23,"Morgan, Kennedy and Rodriguez",446,SUP018
PROD0122,Church,Home & Kitchen,Today,2388.39,1608.15,Wilson Group,452,SUP035
PROD0123,Friend,Clothing,Budget,4844.59,3658.53,Brown-Brown,56,SUP006
PROD0124,Between,Books,Where,1686.55,1399.46,Thompson-Dennis,325,SUP004
PROD0125,Similar,Home & Kitchen,This,13514.33,9128.28,"Fletcher, Kent and Cox",39,SUP010
PROD0126,Education,Sports,Same,11281.08,6801.07,"Pittman, Dunn and Patel",303,SUP037
PROD0127,Several,Beauty,Voice,2230.76,1683.93,Bryant-Lowery,427,SUP018
PROD0128,Five,Electronics,By,31658.59,25772.56,Sherman-Williams,463,SUP050
PROD0129,Write,Electronics,Choose,47120.54,33137.21,Yates-Martinez,179,SUP046
PROD0130,Yard,Books,List,1365.52,1027.58,Bush LLC,266,SUP027
PROD0131,What,Clothing,Article,3434.71,2577.48,Frederick and Sons,249,SUP026
PROD0132,Another,Home & Kitchen,Pass,5822.79,4813.57,"Blevins, Schwartz and Burke",298,SUP002
PROD0133,Them,Electronics,By,49062.07,33953.35,Johnson-Alvarez,467,SUP046
PROD0134,Shoulder,Beauty,Fund,3004.97,2053.16,"King, Suarez and Riley",280,SUP008
PROD0135,Woman,Home & Kitchen,West,13200.9,10625.09,"Martinez, Guerrero and Cabrera",176,SUP012
PROD0136,Really,Sports,Someone,1448.4,1028.57,"Cruz, Bryant and Robertson",65,SUP006
PROD0137,She,Home & Kitchen,Wish,5098.42,4053.96,Baker-Middleton,358,SUP022
PROD0138,Group,Electronics,Collection,5694.7,4683.12,Smith-Brown,448,SUP039
PROD0139,Station,Sports,Direction,10778.7,9020.73,"Tucker, Roberts and Bradley",344,SUP006
PROD0140,Late,Home & Kitchen,Stand,6399.07,4643.68,Tran Ltd,295,SUP045
PROD0141,Other,Books,Amount,282.37,200.08,Thompson Inc,475,SUP040
PROD0142,Spring,Home & Kitchen,Imagine,14197.62,9166.46,Vang-Mitchell,200,SUP046
PROD0143,General,Electronics,Help,32312.85,22431.32,Joseph-Evans,35,SUP040
PROD0144,Result,Electronics,Close,43591.27,26889.52,Parker-Berger,309,SUP013
PROD0145,Nation,Books,Behavior,1590.93,1305.76,Goodman-Davidson,55,SUP025
PROD0146,Which,Home & Kitchen,Front,13324.53,9566.86,Yang LLC,91,SUP018
PROD0147,Fund,Beauty,Despite,3934.23,2773.85,"Evans, Hoffman and Perkins",438,SUP009
PROD0148,Sound,Sports,Program,3015.45,1862.18,"Blevins, Griffith and French",266,SUP019
PROD0149,Reveal,Electronics,Could,42535.75,26487.3,Russell-Boyd,33,SUP034
PROD0150,Able,Clothing,Worker,2222.86,1742.92,"Anderson, Potter and Garcia",414,SUP014
PROD0151,Carry,Books,Doctor,611.74,395.26,Richards and Sons,138,SUP045
PROD0152,Sister,Beauty,Treat,7002.42,5410.46,"Dawson, Cox and Zimmerman",232,SUP045
PROD0153,By,Sports,Company,10502.98,7170.44,Whitaker-Alvarado,410,SUP009
PROD0154,Per,Home & Kitchen,Form,13701.18,11585.84,"Freeman, Miller and Young",349,SUP032
PROD0155,Key,Sports,Whose,7006.17,4276.17,Franklin-Marshall,145,SUP001
PROD0156,Compare,Home & Kitchen,Sometimes,3275.25,2511.0,"White, Ortega and Hartman",189,SUP020
PROD0157,Follow,Sports,Which,1426.12,1099.65,"Wheeler, Smith and Davies",317,SUP018
PROD0158,Relate,Electronics,Color,45208.11,30644.9,Smith-Ball,162,SUP015
PROD0159,List,Home & Kitchen,Toward,4025.12,2993.87,"Shaffer, Hill and Morgan",439,SUP005
PROD0160,Check,Electronics,Official,15532.01,10976.76,Wilson-Franklin,460,SUP007
PROD0161,Significant,Sports,City,4942.42,3273.49,Waters Ltd,421,SUP042
PROD0162,First,Clothing,Public,3001.95,2211.41,Hughes-Riley,224,SUP028
PROD0163,Task,Sports,Serious,758.94,523.91,"Bradley, Bryant and Myers",248,SUP021
PROD0164,Lay,Books,Amount,1319.15,838.75,"Calderon, Miranda and Fowler",229,SUP023
PROD0165,Page,Sports,Do,4760.57,2990.77,Mason-Moore,149,SUP038
PROD0166,Expert,Home & Kitchen,Fly,12975.34,8668.99,Stephens Group,319,SUP029
PROD0167,Anyone,Electronics,Situation,14817.57,12393.32,Johnson-Soto,411,SUP022
PROD0168,Trouble,Home & Kitchen,Thus,14985.83,11504.5,Hill-Bailey,236,SUP050
PROD0169,Thus,Books,Cost,1879.47,1365.11,Perez-Rhodes,359,SUP015
PROD0170,Notice,Home & Kitchen,Second,14844.95,11523.02,Herrera Group,348,SUP041
PROD0171,Son,Books,Manager,1298.45,1082.47,"Kirk, Smith and Hall",436,SUP034
PROD0172,Medical,Sports,Follow,9090.12,6417.36,Myers-Mitchell,489,SUP009
PROD0173,Off,Home & Kitchen,Toward,10581.68,7660.18,"Wagner, Camacho and Lee",87,SUP047
PROD0174,Affect,Sports,Others,5554.1,4548.89,"Chapman, Stewart and Cook",138,SUP027
PROD0175,Family,Beauty,Hope,2731.27,1734.47,Adams-Marks,96,SUP007
PROD0176,Stop,Clothing,Listen,3383.28,2868.05,"Willis, Warren and Tucker",365,SUP006
PROD0177,Couple,Beauty,Among,5162.22,4361.99,"Fitzgerald, Davis and Powers",235,SUP011
PROD0178,Image,Home & Kitchen,Rest,3341.92,2353.44,Ramirez-Bowen,472,SUP022
PROD0179,Measure,Clothing,Camera,3824.96,2465.16,"Jenkins, House and Clark",242,SUP001
PROD0180,Though,Sports,Bad,2805.54,1928.79,"Floyd, Erickson and Malone",135,SUP010
PROD0181,Share,Electronics,Authority,17921.43,14962.4,Rogers Inc,106,SUP009
PROD0182,Until,Electronics,Western,18765.07,13614.25,Cole LLC,386,SUP035
PROD0183,Go,Beauty,One,5602.27,3818.21,"Johnson, Wilson and Williams",37,SUP049
PROD0184,Today,Electronics,Large,25772.36,17390.27,Kelley and Sons,462,SUP002
PROD0185,Baby,Electronics,Show,43135.78,26166.72,"Petty, Valdez and Williams",22,SUP043
PROD0186,Common,Clothing,Apply,2519.87,2141.37,Elliott-Valencia,293,SUP033
PROD0187,Team,Beauty,And,423.73,349.93,Johnson LLC,60,SUP007
PROD0188,Rest,Clothing,Professional,3742.08,2480.99,Bennett-Adams,159,SUP009
PROD0189,Relate,Clothing,Mean,675.96,544.68,Beard-Vasquez,25,SUP038
PROD0190,Especially,Clothing,South,2291.06,1397.21,Horton Group,298,SUP010
PROD0191,Pretty,Clothing,Future,3378.51,2295.76,"Ramirez, Rodriguez and White",419,SUP003
PROD0192,Current,Home & Kitchen,Position,6435.51,4614.79,Thomas-Reed,84,SUP044
PROD0193,Late,Electronics,Magazine,16649.73,12501.44,Howard-Mcdaniel,95,SUP030
PROD0194,High,Electronics,Itself,14364.67,12148.84,"Gomez, Miller and Cruz",497,SUP043
PROD0195,Majority,Beauty,Look,7628.27,5670.75,Williams LLC,494,SUP037
PROD0196,Low,Sports,History,3935.45,2366.76,Nelson and Sons,381,SUP013
PROD0197,Road,Beauty,Its,6780.93,5461.27,"Wilson, Reyes and Boyd",230,SUP038
PROD0198,Enter,Clothing,Fact,808.8,640.57,West Inc,359,SUP042
PROD0199,Any,Beauty,Radio,2154.68,1441.1,Hartman-Reynolds,318,SUP031
PROD0200,Cold,Beauty,Their,3941.8,3099.23,"Murphy, Schwartz and Marshall",416,SUP032
PROD0201,Brother,Clothing,West,3819.54,2678.3,Mckee LLC,282,SUP003
PROD0202,Class,Clothing,Word,4838.54,3602.65,Lopez-Howard,150,SUP040
PROD0203,Series,Clothing,Keep,2737.06,2173.31,Kelly-Flynn,324,SUP030
PROD0204,Movie,Electronics,Instead,27645.86,23329.0,Harrison Inc,337,SUP012
PROD0205,Whether,Books,Audience,1397.58,1076.65,Moore-Park,468,SUP024
PROD0206,Spend,Books,Risk,1779.27,1291.78,Sanchez Group,45,SUP023
PROD0207,Style,Electronics,Prepare,29277.72,23528.96,Zhang Ltd,223,SUP006
PROD0208,A,Sports,Consumer,1276.19,847.04,Fox-Jackson,229,SUP022
PROD0209,Sing,Electronics,Under,29469.39,19067.83,Mcgrath-Shannon,323,SUP048
PROD0210,Particularly,Clothing,Much,4724.24,3371.27,Obrien LLC,139,SUP042
PROD0211,Writer,Home & Kitchen,All,2105.38,1526.84,Rich-Robertson,127,SUP027
PROD0212,Approach,Beauty,Blood,7031.71,4220.1,Saunders PLC,51,SUP041
PROD0213,Worry,Books,Arrive,1805.48,1136.62,Parker-Brown,292,SUP034
PROD0214,Represent,Electronics,Network,9193.98,7305.98,Jones Group,253,SUP030
PROD0215,Without,Clothing,Director,1021.94,676.34,"Johnson, Hall and Scott",366,SUP050
PROD0216,Treatment,Home & Kitchen,Provide,12900.43,10186.38,"Graham, Perez and Chambers",183,SUP029
PROD0217,Among,Home & Kitchen,Color,14512.68,9455.83,"Smith, Johnson and Smith",440,SUP017
PROD0218,Need,Books,Simple,1360.58,1086.17,"Logan, Ball and Weber",34,SUP045
PROD0219,Address,Sports,Or,9978.94,8416.75,Chen-Roach,180,SUP040
PROD0220,How,Clothing,American,1153.47,896.17,Yang Ltd,446,SUP005
PROD0221,Yourself,Books,Person,304.14,192.32,"Pena, Lewis and Mathews",68,SUP013
PROD0222,She,Clothing,Attack,2886.68,2452.38,Serrano-Rice,257,SUP031
PROD0223,Create,Beauty,Agreement,1748.69,1220.7,Fischer Ltd,284,SUP046
PROD0224,Modern,Sports,Stand,5516.63,3824.54,Davila-Bennett,483,SUP032
PROD0225,By,Beauty,Ago,7781.6,6308.82,Wilson LLC,406,SUP030
PROD0226,Tell,Beauty,Cut,1254.3,822.42,Leonard LLC,320,SUP036
PROD0227,Arrive,Beauty,Seat,6759.18,5219.38,"Stewart, Fleming and Wilkins",373,SUP016
PROD0228,Thank,Electronics,Personal,29031.13,21123.82,"Parker, Lopez and Lambert",401,SUP006
PROD0229,Oil,Sports,If,7433.43,4697.21,Marks-Perez,139,SUP014
PROD0230,Get,Sports,Receive,7159.3,5683.25,"Brown, Edwards and Riddle",428,SUP012
PROD0231,Include,Beauty,Across,420.74,304.13,Alexander LLC,259,SUP019
PROD0232,Involve,Books,Where,577.61,363.54,Jones and Sons,211,SUP021
PROD0233,Manage,Electronics,Too,49992.77,36231.5,Taylor LLC,492,SUP035
PROD0234,Fund,Electronics,Compare,26022.44,18824.66,"Terry, Fuller and Kim",299,SUP010
PROD0235,Degree,Electronics,Land,44780.68,28010.87,Ware-Stewart,244,SUP004
PROD0236,Institution,Beauty,Market,4178.69,3413.41,Mercer Ltd,260,SUP026
PROD0237,Hit,Books,Over,212.2,154.72,Mclaughlin PLC,19,SUP014
PROD0238,On,Books,Hundred,612.46,368.59,"Vazquez, Armstrong and Thompson",273,SUP041
PROD0239,Push,Beauty,State,6778.86,4189.86,Hamilton Ltd,418,SUP027
PROD0240,Last,Books,Appear,1793.02,1100.47,Petersen-Hernandez,269,SUP040
PROD0241,Tough,Electronics,Month,37840.69,24186.44,Rodriguez Ltd,409,SUP001
PROD0242,Improve,Electronics,One,15521.63,12415.23,"Neal, Mathis and Shannon",421,SUP028
PROD0243,Month,Beauty,You,6564.16,4715.84,"Deleon, Joseph and Garcia",250,SUP033
PROD0244,Give,Books,Find,1561.42,1244.98,"Castro, Peterson and Simpson",352,SUP009
PROD0245,Born,Sports,Grow,5493.7,3785.13,"Peck, Caldwell and Pierce",163,SUP043
PROD0246,Treat,Clothing,Property,3628.7,2903.62,Fowler-Weaver,480,SUP021
PROD0247,Foot,Beauty,Help,1341.36,1089.73,"Todd, Davis and Cross",76,SUP009
PROD0248,Piece,Electronics,We,12288.51,10091.18,"Melton, Nunez and Lewis",420,SUP019
PROD0249,Always,Books,People,234.23,147.58,Herrera and Sons,152,SUP031
PROD0250,Play,Books,Specific,429.6,342.6,"Gibson, Copeland and Shaffer",122,SUP028
PROD0251,Democrat,Beauty,Coach,1766.01,1480.72,Thompson PLC,266,SUP012
PROD0252,Scientist,Clothing,West,2810.96,1891.15,Proctor LLC,463,SUP016
PROD0253,Prevent,Electronics,Consider,13450.28,9051.27,"Jackson, Scott and Williams",481,SUP042
PROD0254,Administration,Clothing,Red,1617.5,1055.89,"Holt, Jackson and Harding",110,SUP027
PROD0255,Smile,Electronics,Long,26599.71,20239.95,Stark Inc,450,SUP042
PROD0256,Mother,Home & Kitchen,Crime,13801.62,8420.03,"Ward, Clayton and White",427,SUP009
PROD0257,Certain,Clothing,Near,3633.69,2450.54,"Stanley, Baldwin and Leach",426,SUP019
PROD0258,Drug,Beauty,Stand,7879.56,4787.23,Leonard-Reed,26,SUP029
PROD0259,Hospital,Home & Kitchen,Truth,2257.28,1861.41,Davis-Burns,32,SUP019
PROD0260,Feeling,Sports,Simply,1842.99,1452.13,Davis-Cook,270,SUP005
PROD0261,Over,Clothing,Admit,4361.94,3674.21,Herrera-Buchanan,282,SUP006
PROD0262,Exactly,Beauty,Whole,625.01,382.98,Bradley Inc,255,SUP037
PROD0263,Carry,Home & Kitchen,Upon,11972.86,9915.02,Carter and Sons,207,SUP039
PROD0264,Minute,Beauty,Reveal,7702.4,5714.71,"Durham, Douglas and Warner",195,SUP004
PROD0265,Nice,Books,Until,1628.56,1080.54,Sandoval PLC,325,SUP043
PROD0266,Place,Home & Kitchen,For,10216.34,7728.4,Porter-Matthews,334,SUP005
PROD0267,Matter,Electronics,Apply,35608.99,29214.5,"Cantu, Mcfarland and Walters",13,SUP028
PROD0268,Agree,Clothing,Article,3610.76,2678.02,Gilmore LLC,278,SUP024
PROD0269,Check,Sports,Young,7398.31,5584.72,"Leonard, Rodriguez and Guzman",124,SUP023
PROD0270,This,Books,Game,430.35,360.01,"Christensen, Sutton and Farmer",184,SUP003
PROD0271,Election,Books,Charge,1121.2,738.39,Davis-Swanson,407,SUP009
PROD0272,Decision,Home & Kitchen,Stand,1594.45,1300.6,Holmes-Clark,79,SUP009
PROD0273,Join,Clothing,Blue,3442.86,2747.12,Herrera and Sons,120,SUP004
PROD0274,Well,Clothing,Wish,2342.28,1517.03,Guerra and Sons,401,SUP010
PROD0275,Level,Clothing,Check,2626.08,1708.01,Mosley Inc,330,SUP047
PROD0276,Suddenly,Books,Record,914.27,705.47,Chase-Mcdowell,253,SUP019
PROD0277,Toward,Books,Something,956.58,613.42,Hurst-Ramirez,314,SUP029
PROD0278,Mean,Home & Kitchen,Never,1070.88,787.76,Wilson and Sons,290,SUP035
PROD0279,While,Home & Kitchen,Manage,13000.65,8425.4,Faulkner-Jensen,337,SUP009
PROD0280,Job,Beauty,That,4502.87,3151.29,Flowers Group,29,SUP024
PROD0281,Office,Home & Kitchen,This,12675.6,7613.09,Fitzpatrick-Lowe,456,SUP005
PROD0282,Member,Sports,Yet,11303.37,8148.96,Bowers-Morales,105,SUP018
PROD0283,Learn,Electronics,Reduce,26954.55,19889.57,Hale Inc,164,SUP005
PROD0284,Face,Electronics,Itself,12998.1,7853.51,"Cook, Reed and Bates",275,SUP013
PROD0285,Give,Beauty,Call,7081.19,5315.88,Johnson Inc,310,SUP002
PROD0286,Radio,Sports,Choose,5429.65,4422.79,"Carpenter, Day and Willis",308,SUP026
PROD0287,Artist,Electronics,After,19289.66,14015.51,Ruiz-Lopez,328,SUP028
PROD0288,Mention,Home & Kitchen,Throughout,8758.15,5342.5,Murphy-Hampton,280,SUP012
PROD0289,Kind,Electronics,Most,25414.5,16804.93,Murray-Krueger,475,SUP034
PROD0290,Those,Electronics,Pressure,24036.86,16326.0,Weaver-Nguyen,43,SUP047
PROD0291,Good,Clothing,Avoid,3188.26,1944.21,Maddox PLC,212,SUP002
PROD0292,Expert,Electronics,Smile,8124.32,5161.63,Wade-Welch,285,SUP004
PROD0293,Mr,Beauty,Sell,2921.18,2177.8,Griffin Group,227,SUP002
PROD0294,Anything,Beauty,Area,647.14,478.88,Peck-Noble,169,SUP023
PROD0295,Recent,Beauty,Subject,2993.09,2327.66,Cain Ltd,440,SUP012
PROD0296,Bar,Home & Kitchen,Administration,884.36,653.88,Bernard-Snyder,272,SUP047
PROD0297,Others,Clothing,Issue,2687.25,2185.92,Cox-Haney,126,SUP005
PROD0298,Protect,Electronics,Art,40292.79,30781.68,Christian-Mills,124,SUP042
PROD0299,Impact,Beauty,Huge,1997.69,1503.97,Lopez-Green,323,SUP012
PROD0300,This,Home & Kitchen,Mean,8205.16,6002.81,"Nelson, Williamson and Kelly",343,SUP024
PROD0301,Sing,Home & Kitchen,Attack,4823.13,3152.15,"Paul, Hicks and Steele",84,SUP024
PROD0302,Set,Home & Kitchen,Relationship,2810.23,2304.12,"Johnson, Hardin and Gillespie",358,SUP018
PROD0303,Life,Home & Kitchen,Less,9762.52,8237.23,"Stone, Frost and Jones",208,SUP039
