item_id,transaction_id,product_id,quantity,unit_price,discount_percentage,line_total
ITEM00048,TXN00014,PROD0183,2,45791.53,15,77845.6
ITEM00049,TXN00014,PROD0089,5,10361.13,0,51805.65
ITEM00050,TXN00015,PROD0347,2,4609.53,15,7836.2
ITEM00051,TXN00015,PROD0020,2,1753.74,15,2981.36
ITEM00052,TXN00015,PROD0061,3,424.9,5,1210.96
ITEM00053,TXN00016,PROD0139,5,2005.7,10,9025.65
ITEM00054,TXN00016,PROD0366,4,21657.34,10,77966.42
ITEM00055,TXN00016,PROD0236,4,5462.23,15,18571.58
ITEM00056,TXN00016,PROD0076,3,4377.58,15,11162.83
ITEM00057,TXN00017,PROD0393,5,12778.93,15,54310.45
ITEM00058,TXN00017,PROD0295,2,3656.55,0,7313.1
ITEM00059,TXN00018,PROD0473,2,8152.5,15,13859.25
ITEM00060,TXN00018,PROD0368,1,4737.81,10,4264.03
ITEM00061,TXN00019,PROD0274,5,1936.37,15,8229.57
ITEM00062,TXN00019,PROD0485,2,10158.92,5,19301.95
ITEM00063,TXN00019,PROD0480,5,3582.62,0,17913.1
ITEM00064,TXN00019,PROD0063,4,3681.14,0,14724.56
ITEM00065,TXN00020,PROD0290,3,2587.01,15,6596.88
ITEM00066,TXN00020,PROD0195,1,2248.34,0,2248.34
ITEM00067,TXN00021,PROD0046,1,14000.55,10,12600.49
ITEM00068,TXN00021,PROD0364,3,2780.8,5,7925.28
ITEM00069,TXN00021,PROD0280,1,5544.95,15,4713.21
ITEM00070,TXN00022,PROD0466,2,1173.17,0,2346.34
ITEM00071,TXN00022,PROD0288,4,656.95,5,2496.41
ITEM00072,TXN00022,PROD0293,3,36920.35,0,110761.05
ITEM00073,TXN00022,PROD0211,4,1187.95,10,4276.62
ITEM00074,TXN00022,PROD0267,1,4339.34,5,4122.37
ITEM00075,TXN00023,PROD0277,3,11553.62,5,32927.82
ITEM00076,TXN00024,PROD0090,2,1261.17,10,2270.11
ITEM00077,TXN00024,PROD0237,1,28302.14,15,24056.82
ITEM00078,TXN00025,PROD0313,4,2040.96,15,6939.26
ITEM00079,TXN00026,PROD0136,3,26390.82,15,67296.59
ITEM00080,TXN00026,PROD0234,1,3797.37,5,3607.5
ITEM00081,TXN00026,PROD0082,1,17654.92,10,15889.43
ITEM00082,TXN00026,PROD0090,4,1261.17,15,4287.98
ITEM00083,TXN00027,PROD0200,4,3987.94,5,15154.17
ITEM00084,TXN00027,PROD0411,1,27377.95,0,27377.95
ITEM00085,TXN00028,PROD0317,3,3706.35,15,9451.19
ITEM00086,TXN00028,PROD0073,5,3884.74,10,17481.33
ITEM00087,TXN00029,PROD0319,3,1128.03,0,3384.09
ITEM00088,TXN00030,PROD0255,3,1983.65,10,5355.86
ITEM00089,TXN00030,PROD0413,5,3449.29,10,15521.81
ITEM00090,TXN00030,PROD0439,4,4427.07,10,15937.45
ITEM00091,TXN00030,PROD0084,5,2632.76,5,12505.61
ITEM00092,TXN00030,PROD0302,3,2390.18,15,6094.96
ITEM00093,TXN00031,PROD0196,4,3264.93,5,12406.73
ITEM00094,TXN00032,PROD0305,4,2181.58,15,7417.37
ITEM00095,TXN00032,PROD0129,2,10852.74,15,18449.66
ITEM00096,TXN00032,PROD0391,3,28066.27,10,75778.93
ITEM00097,TXN00033,PROD0086,5,1449.11,5,6883.27
ITEM00098,TXN00033,PROD0282,1,5819.64,15,4946.69
ITEM00099,TXN00034,PROD0292,5,1188.63,0,5943.15
ITEM00100,TXN00034,PROD0427,5,43538.17,5,206806.31
ITEM00101,TXN00034,PROD0321,3,4870.47,5,13880.84
ITEM00102,TXN00035,PROD0415,2,6929.34,5,13165.75
ITEM00103,TXN00035,PROD0092,3,6920.02,10,18684.05
ITEM00104,TXN00035,PROD0295,3,3656.55,10,9872.69
ITEM00105,TXN00036,PROD0025,4,35331.27,5,134258.83
ITEM00106,TXN00036,PROD0039,4,17707.02,0,70828.08
ITEM00107,TXN00036,PROD0186,2,18736.69,0,37473.38
ITEM00108,TXN00037,PROD0419,4,16897.25,10,60830.1
ITEM00109,TXN00038,PROD0406,3,4774.58,5,13607.55
ITEM00110,TXN00039,PROD0302,5,2390.18,10,10755.81
ITEM00111,TXN00039,PROD0220,2,5825.68,15,9903.66
ITEM00112,TXN00039,PROD0044,3,5506.95,0,16520.85
ITEM00113,TXN00039,PROD0086,4,1449.11,15,4926.97
ITEM00114,TXN00040,PROD0129,2,10852.74,0,21705.48
ITEM00115,TXN00040,PROD0299,5,2566.12,5,12189.07
ITEM00116,TXN00040,PROD0122,1,33710.31,10,30339.28
ITEM00117,TXN00041,PROD0184,5,1350.26,5,6413.73
ITEM00118,TXN00041,PROD0387,2,30081.94,15,51139.3
ITEM00119,TXN00041,PROD0272,5,771.56,10,3472.02
ITEM00120,TXN00041,PROD0316,3,7468.11,0,22404.33
ITEM00121,TXN00041,PROD0160,4,3241.23,10,11668.43
ITEM00122,TXN00042,PROD0491,4,4564.6,5,17345.48
ITEM00123,TXN00042,PROD0038,1,4646.4,5,4414.08
ITEM00124,TXN00042,PROD0163,2,36929.61,5,70166.26
ITEM00125,TXN00042,PROD0158,5,34057.46,5,161772.93
ITEM00126,TXN00043,PROD0245,1,6140.44,0,6140.44
ITEM00127,TXN00043,PROD0104,2,489.56,15,832.25
ITEM00128,TXN00044,PROD0189,3,14380.3,5,40983.85
ITEM00129,TXN00044,PROD0426,1,2933.99,10,2640.59
ITEM00130,TXN00045,PROD0183,4,45791.53,15,155691.2
ITEM00131,TXN00045,PROD0109,4,3776.99,10,13597.16
ITEM00132,TXN00045,PROD0125,1,10203.3,5,9693.13
ITEM00133,TXN00046,PROD0276,2,1399.45,5,2658.95
ITEM00134,TXN00046,PROD0312,1,12666.79,0,12666.79
ITEM00135,TXN00046,PROD0284,1,3743.17,0,3743.17
ITEM00136,TXN00047,PROD0154,1,14449.49,5,13727.02
ITEM00137,TXN00047,PROD0296,5,601.31,5,2856.22
ITEM00138,TXN00047,PROD0034,5,1520.14,5,7220.66
ITEM00139,TXN00047,PROD0492,5,6001.0,15,25504.25
ITEM00140,TXN00047,PROD0097,4,1182.65,15,4021.01
ITEM00141,TXN00048,PROD0015,2,1189.05,10,2140.29
ITEM00142,TXN00048,PROD0320,5,42789.74,0,213948.7
ITEM00143,TXN00048,PROD0115,2,38097.97,10,68576.35
ITEM00144,TXN00048,PROD0182,5,47511.82,0,237559.1
ITEM00145,TXN00048,PROD0436,4,5579.24,15,18969.42
ITEM00146,TXN00049,PROD0272,4,771.56,15,2623.3
ITEM00147,TXN00049,PROD0194,4,8631.99,15,29348.77
ITEM00148,TXN00049,PROD0442,4,1641.69,15,5581.75
ITEM00149,TXN00050,PROD0256,2,44950.4,0,89900.8
ITEM00150,TXN00051,PROD0084,5,2632.76,15,11189.23
ITEM00151,TXN00051,PROD0182,5,47511.82,10,213803.19
ITEM00152,TXN00051,PROD0031,5,13714.38,0,68571.9
ITEM00153,TXN00051,PROD0001,4,1920.29,5,7297.1
ITEM00154,TXN00051,PROD0426,1,2933.99,5,2787.29
ITEM00155,TXN00052,PROD0335,5,3742.02,5,17774.59
ITEM00156,TXN00052,PROD0145,1,1568.07,5,1489.67
ITEM00157,TXN00052,PROD0454,2,1165.67,10,2098.21
ITEM00158,TXN00053,PROD0289,5,2020.53,10,9092.39
ITEM00159,TXN00053,PROD0270,4,7381.56,10,26573.62
ITEM00160,TXN00053,PROD0280,5,5544.95,5,26338.51
ITEM00161,TXN00054,PROD0398,2,6621.04,10,11917.87
ITEM00162,TXN00055,PROD0355,1,2328.05,15,1978.84
ITEM00163,TXN00055,PROD0059,5,2863.33,5,13600.82
ITEM00164,TXN00055,PROD0320,1,42789.74,10,38510.77
ITEM00165,TXN00056,PROD0417,4,3050.63,15,10372.14
ITEM00166,TXN00056,PROD0149,3,13062.37,10,35268.4
ITEM00167,TXN00057,PROD0155,4,14911.37,15,50698.66
ITEM00168,TXN00057,PROD0303,5,1871.58,15,7954.21
ITEM00169,TXN00058,PROD0390,1,7626.1,10,6863.49
ITEM00170,TXN00058,PROD0216,3,1671.46,0,5014.38
ITEM00171,TXN00058,PROD0328,1,956.3,5,908.48
ITEM00172,TXN00059,PROD0477,4,5661.46,0,22645.84
ITEM00173,TXN00060,PROD0447,1,4364.33,10,3927.9
ITEM00174,TXN00060,PROD0263,5,1570.09,0,7850.45
ITEM00175,TXN00060,PROD0332,2,4218.96,0,8437.92
ITEM00176,TXN00060,PROD0270,5,7381.56,10,33217.02
ITEM00177,TXN00060,PROD0440,1,267.47,0,267.47
ITEM00178,TXN00061,PROD0033,4,4229.91,5,16073.66
ITEM00179,TXN00061,PROD0161,3,17176.71,10,46377.12
ITEM00180,TXN00061,PROD0483,3,12208.98,15,31132.9
ITEM00181,TXN00061,PROD0388,5,5382.9,5,25568.77
ITEM00182,TXN00062,PROD0312,5,12666.79,0,63333.95
ITEM00183,TXN00063,PROD0143,2,1376.03,0,2752.06
ITEM00184,TXN00063,PROD0350,4,29022.61,0,116090.44
ITEM00185,TXN00064,PROD0352,4,5677.11,15,19302.17
ITEM00186,TXN00064,PROD0056,4,411.56,5,1563.93
ITEM00187,TXN00065,PROD0378,2,1046.19,10,1883.14
ITEM00188,TXN00066,PROD0307,3,3116.47,15,7947.0
ITEM00189,TXN00066,PROD0424,2,528.62,10,951.52
ITEM00190,TXN00067,PROD0105,2,42447.42,15,72160.61
ITEM00191,TXN00067,PROD0251,1,2566.59,15,2181.6
ITEM00192,TXN00068,PROD0159,1,1619.61,0,1619.61
ITEM00193,TXN00068,PROD0422,3,8009.82,10,21626.51
ITEM00194,TXN00068,PROD0157,4,10527.44,10,37898.78
ITEM00195,TXN00069,PROD0003,3,26949.29,10,72763.08
ITEM00196,TXN00069,PROD0167,4,2112.94,10,7606.58
ITEM00197,TXN00069,PROD0469,1,1010.79,15,859.17
ITEM00198,TXN00070,PROD0336,5,750.68,5,3565.73
ITEM00199,TXN00070,PROD0443,1,4234.75,0,4234.75
ITEM00200,TXN00070,PROD0255,2,1983.65,5,3768.93
ITEM00201,TXN00070,PROD0434,3,1626.49,0,4879.47
ITEM00202,TXN00070,PROD0182,3,47511.82,0,142535.46
ITEM00203,TXN00071,PROD0245,5,6140.44,10,27631.98
ITEM00204,TXN00071,PROD0151,4,3904.1,15,13273.94
ITEM00205,TXN00071,PROD0467,3,7076.78,5,20168.82
ITEM00206,TXN00071,PROD0267,5,4339.34,0,21696.7
ITEM00207,TXN00071,PROD0479,3,5406.59,0,16219.77
ITEM00208,TXN00072,PROD0280,3,5544.95,15,14139.62
ITEM00209,TXN00072,PROD0458,5,227.33,5,1079.82
ITEM00210,TXN00072,PROD0428,2,830.46,10,1494.83
ITEM00211,TXN00072,PROD0101,1,7762.22,15,6597.89
ITEM00212,TXN00072,PROD0330,3,7158.17,15,18253.33
ITEM00213,TXN00073,PROD0254,1,1522.5,0,1522.5
ITEM00214,TXN00073,PROD0282,2,5819.64,0,11639.28
ITEM00215,TXN00073,PROD0454,3,1165.67,15,2972.46
ITEM00216,TXN00073,PROD0074,4,41493.0,15,141076.2
ITEM00217,TXN00074,PROD0428,1,830.46,5,788.94
ITEM00218,TXN00074,PROD0376,2,292.97,15,498.05
ITEM00219,TXN00074,PROD0474,1,44404.76,0,44404.76
ITEM00220,TXN00074,PROD0417,3,3050.63,10,8236.7
ITEM00221,TXN00074,PROD0043,4,6925.37,0,27701.48
ITEM00222,TXN00075,PROD0452,3,1026.74,15,2618.19
ITEM00223,TXN00075,PROD0121,1,1914.38,5,1818.66
ITEM00224,TXN00075,PROD0213,4,27476.72,5,104411.54
ITEM00225,TXN00075,PROD0383,2,2306.51,5,4382.37
ITEM00226,TXN00075,PROD0449,4,8944.59,0,35778.36
ITEM00227,TXN00076,PROD0124,1,9154.83,5,8697.09
ITEM00228,TXN00076,PROD0079,2,6903.19,15,11735.42
ITEM00229,TXN00077,PROD0164,5,677.68,10,3049.56
ITEM00230,TXN00078,PROD0457,3,2178.15,15,5554.28
ITEM00231,TXN00078,PROD0316,1,7468.11,0,7468.11
ITEM00232,TXN00078,PROD0472,4,2810.9,15,9557.06
ITEM00233,TXN00079,PROD0105,1,42447.42,10,38202.68
ITEM00234,TXN00079,PROD0096,5,10270.61,15,43650.09
ITEM00235,TXN00080,PROD0012,4,33027.84,15,112294.66
ITEM00236,TXN00080,PROD0485,2,10158.92,10,18286.06
ITEM00237,TXN00080,PROD0100,2,4100.28,5,7790.53
ITEM00238,TXN00080,PROD0156,1,7183.35,0,7183.35
ITEM00239,TXN00081,PROD0246,1,14049.42,0,14049.42
ITEM00240,TXN00082,PROD0017,2,9931.4,15,16883.38
ITEM00241,TXN00082,PROD0420,4,1204.37,15,4094.86
ITEM00242,TXN00082,PROD0293,3,36920.35,0,110761.05
ITEM00243,TXN00082,PROD0455,5,8628.7,0,43143.5
ITEM00244,TXN00083,PROD0377,2,919.85,0,1839.7
ITEM00245,TXN00083,PROD0422,5,8009.82,5,38046.64
ITEM00246,TXN00083,PROD0034,3,1520.14,10,4104.38
ITEM00247,TXN00084,PROD0467,5,7076.78,15,30076.31
ITEM00248,TXN00084,PROD0335,1,3742.02,15,3180.72
ITEM00249,TXN00085,PROD0307,2,3116.47,5,5921.29
ITEM00250,TXN00085,PROD0068,2,1012.0,0,2024.0
ITEM00251,TXN00085,PROD0141,2,7396.23,0,14792.46
ITEM00252,TXN00085,PROD0162,5,1964.43,15,8348.83
ITEM00253,TXN00085,PROD0008,3,1677.53,15,4277.7
ITEM00254,TXN00086,PROD0488,4,33635.54,15,114360.84
ITEM00255,TXN00086,PROD0003,1,26949.29,10,24254.36
ITEM00256,TXN00087,PROD0481,3,5311.84,15,13545.19
ITEM00257,TXN00087,PROD0163,3,36929.61,15,94170.51
ITEM00258,TXN00087,PROD0061,4,424.9,0,1699.6
ITEM00259,TXN00087,PROD0005,5,2819.02,0,14095.1
ITEM00260,TXN00087,PROD0074,2,41493.0,10,74687.4
ITEM00261,TXN00088,PROD0040,4,1335.19,0,5340.76
ITEM00262,TXN00088,PROD0225,5,966.6,10,4349.7
ITEM00263,TXN00088,PROD0205,2,5107.56,5,9704.36
ITEM00264,TXN00088,PROD0129,2,10852.74,10,19534.93
ITEM00265,TXN00088,PROD0438,3,2136.44,10,5768.39
ITEM00266,TXN00089,PROD0153,3,11947.43,0,35842.29
ITEM00267,TXN00089,PROD0363,5,4887.58,0,24437.9
ITEM00268,TXN00090,PROD0085,4,6732.84,5,25584.79
ITEM00269,TXN00091,PROD0295,4,3656.55,0,14626.2
ITEM00270,TXN00091,PROD0240,4,244.76,10,881.14
ITEM00271,TXN00091,PROD0485,1,10158.92,5,9650.97
ITEM00272,TXN00092,PROD0455,2,8628.7,10,15531.66
ITEM00273,TXN00093,PROD0135,3,33014.11,0,99042.33
ITEM00274,TXN00094,PROD0320,5,42789.74,10,192553.83
ITEM00275,TXN00094,PROD0024,2,3914.32,5,7437.21
ITEM00276,TXN00095,PROD0202,4,2332.18,0,9328.72
ITEM00277,TXN00095,PROD0432,2,2751.23,10,4952.21
ITEM00278,TXN00096,PROD0037,1,5992.06,10,5392.85
ITEM00279,TXN00096,PROD0009,1,1975.47,5,1876.7
ITEM00280,TXN00096,PROD0179,3,30321.98,5,86417.64
ITEM00281,TXN00096,PROD0164,3,677.68,15,1728.08
ITEM00282,TXN00097,PROD0441,3,10257.13,0,30771.39
ITEM00283,TXN00097,PROD0344,1,24202.27,5,22992.16
ITEM00284,TXN00098,PROD0386,4,4735.32,5,17994.22
ITEM00285,TXN00098,PROD0035,5,1824.03,5,8664.14
ITEM00286,TXN00098,PROD0379,2,14837.37,5,28191.0
ITEM00287,TXN00099,PROD0221,2,3506.67,10,6312.01
ITEM00288,TXN00099,PROD0035,4,1824.03,5,6931.31
ITEM00289,TXN00099,PROD0291,5,13009.48,5,61795.03
ITEM00290,TXN00099,PROD0406,5,4774.58,15,20291.97
ITEM00291,TXN00100,PROD0388,4,5382.9,5,20455.02
ITEM00292,TXN00100,PROD0215,1,2032.07,10,1828.86
ITEM00293,TXN00100,PROD0148,4,7159.57,5,27206.37
ITEM00294,TXN00101,PROD0010,2,3283.65,15,5582.2
ITEM00295,TXN00101,PROD0464,5,42861.4,15,182160.95
ITEM00296,TXN00101,PROD0125,3,10203.3,15,26018.41
ITEM00297,TXN00101,PROD0310,3,5934.69,5,16913.87
ITEM00298,TXN00101,PROD0486,5,6441.88,5,30598.93
ITEM00299,TXN00102,PROD0380,3,10992.31,15,28030.39
ITEM00300,TXN00102,PROD0057,3,7273.83,5,20730.42
ITEM00301,TXN00102,PROD0210,2,1456.04,0,2912.08
ITEM00302,TXN00103,PROD0261,3,1435.59,10,3876.09
ITEM00303,TXN00103,PROD0422,1,8009.82,5,7609.33
ITEM00304,TXN00103,PROD0035,5,1824.03,5,8664.14
ITEM00305,TXN00103,PROD0058,1,5954.63,15,5061.44
ITEM00306,TXN00103,PROD0462,4,1088.74,0,4354.96
ITEM00307,TXN00104,PROD0058,5,5954.63,5,28284.49
ITEM00308,TXN00104,PROD0392,3,1598.75,0,4796.25
ITEM00309,TXN00104,PROD0495,4,46227.94,10,166420.58
ITEM00310,TXN00104,PROD0236,3,5462.23,0,16386.69
ITEM00311,TXN00104,PROD0179,4,30321.98,0,121287.92
ITEM00312,TXN00105,PROD0120,2,1207.0,10,2172.6
ITEM00313,TXN00106,PROD0477,4,5661.46,0,22645.84
ITEM00314,TXN00106,PROD0324,4,1506.22,5,5723.64
ITEM00315,TXN00106,PROD0456,2,6798.33,10,12236.99
ITEM00316,TXN00107,PROD0488,3,33635.54,10,90815.96
ITEM00317,TXN00108,PROD0228,1,1924.68,15,1635.98
ITEM00318,TXN00108,PROD0229,2,1653.52,15,2810.98
ITEM00319,TXN00108,PROD0287,3,2066.29,10,5578.98
ITEM00320,TXN00108,PROD0363,2,4887.58,0,9775.16
ITEM00321,TXN00108,PROD0472,5,2810.9,0,14054.5
ITEM00322,TXN00109,PROD0121,1,1914.38,10,1722.94
ITEM00323,TXN00110,PROD0460,2,28872.03,5,54856.86
ITEM00324,TXN00110,PROD0103,5,3631.57,5,17249.96
ITEM00325,TXN00110,PROD0218,5,6650.56,15,28264.88
ITEM00326,TXN00110,PROD0300,2,813.54,5,1545.73
ITEM00327,TXN00110,PROD0425,3,3706.03,5,10562.19
ITEM00328,TXN00111,PROD0244,3,24476.77,15,62415.76
ITEM00329,TXN00111,PROD0485,3,10158.92,15,25905.25
ITEM00330,TXN00111,PROD0208,2,33404.04,10,60127.27
ITEM00331,TXN00111,PROD0177,3,18352.58,0,55057.74
ITEM00332,TXN00111,PROD0216,5,1671.46,5,7939.43
ITEM00333,TXN00112,PROD0268,3,4949.75,10,13364.33
ITEM00334,TXN00112,PROD0460,4,28872.03,0,115488.12
ITEM00335,TXN00112,PROD0077,1,13169.14,15,11193.77
ITEM00336,TXN00112,PROD0416,2,29044.63,15,49375.87
ITEM00337,TXN00113,PROD0393,5,12778.93,15,54310.45
ITEM00338,TXN00113,PROD0007,4,5976.27,10,21514.57
ITEM00339,TXN00113,PROD0304,2,43444.36,10,78199.85
ITEM00340,TXN00113,PROD0197,4,4752.75,10,17109.9
ITEM00341,TXN00113,PROD0279,4,9923.63,10,35725.07
ITEM00342,TXN00114,PROD0188,4,41217.95,0,164871.8
ITEM00343,TXN00114,PROD0202,3,2332.18,0,6996.54
ITEM00344,TXN00114,PROD0471,2,37143.57,0,74287.14
ITEM00345,TXN00114,PROD0483,1,12208.98,5,11598.53
ITEM00346,TXN00114,PROD0398,3,6621.04,5,18869.96
ITEM00347,TXN00115,PROD0159,1,1619.61,5,1538.63
ITEM00348,TXN00116,PROD0315,5,9523.26,15,40473.86
ITEM00349,TXN00116,PROD0181,1,41514.84,5,39439.1
ITEM00350,TXN00116,PROD0265,1,3769.4,10,3392.46
ITEM00351,TXN00116,PROD0167,1,2112.94,10,1901.65
ITEM00352,TXN00116,PROD0302,2,2390.18,5,4541.34
ITEM00353,TXN00117,PROD0496,2,5792.13,5,11005.05
ITEM00354,TXN00117,PROD0305,3,2181.58,5,6217.5
ITEM00355,TXN00117,PROD0021,4,15770.05,5,59926.19
ITEM00356,TXN00117,PROD0039,2,17707.02,15,30101.93
ITEM00357,TXN00117,PROD0476,2,3660.65,0,7321.3
ITEM00358,TXN00118,PROD0055,4,3292.08,5,12509.9
ITEM00359,TXN00118,PROD0034,3,1520.14,5,4332.4
ITEM00360,TXN00118,PROD0088,3,3396.74,10,9171.2
ITEM00361,TXN00118,PROD0464,4,42861.4,15,145728.76
ITEM00362,TXN00118,PROD0399,2,11653.31,5,22141.29
ITEM00363,TXN00119,PROD0055,4,3292.08,15,11193.07
ITEM00364,TXN00119,PROD0014,1,888.46,5,844.04
ITEM00365,TXN00119,PROD0244,5,24476.77,0,122383.85
ITEM00366,TXN00120,PROD0129,3,10852.74,5,30930.31
ITEM00367,TXN00120,PROD0154,5,14449.49,10,65022.71
ITEM00368,TXN00120,PROD0131,4,28244.17,0,112976.68
ITEM00369,TXN00120,PROD0054,2,38763.61,0,77527.22
ITEM00370,TXN00120,PROD0366,2,21657.34,0,43314.68
ITEM00371,TXN00121,PROD0416,1,29044.63,10,26140.17
ITEM00372,TXN00122,PROD0096,2,10270.61,5,19514.16
ITEM00373,TXN00122,PROD0473,2,8152.5,0,16305.0
ITEM00374,TXN00123,PROD0035,2,1824.03,0,3648.06
ITEM00375,TXN00123,PROD0456,4,6798.33,15,23114.32
ITEM00376,TXN00123,PROD0018,1,33861.51,5,32168.43
ITEM00377,TXN00123,PROD0262,5,4365.72,10,19645.74
ITEM00378,TXN00124,PROD0169,4,3971.88,5,15093.14
ITEM00379,TXN00124,PROD0460,3,28872.03,5,82285.29
ITEM00380,TXN00124,PROD0460,5,28872.03,10,129924.13
ITEM00381,TXN00125,PROD0285,1,9535.57,0,9535.57
ITEM00382,TXN00126,PROD0406,1,4774.58,15,4058.39
ITEM00383,TXN00126,PROD0331,4,8371.58,15,28463.37
ITEM00384,TXN00127,PROD0134,5,3026.96,10,13621.32
ITEM00385,TXN00127,PROD0117,1,4329.13,5,4112.67
ITEM00386,TXN00127,PROD0370,2,10005.49,5,19010.43
ITEM00387,TXN00128,PROD0386,1,4735.32,0,4735.32
ITEM00388,TXN00128,PROD0399,2,11653.31,15,19810.63
ITEM00389,TXN00128,PROD0328,4,956.3,10,3442.68
ITEM00390,TXN00128,PROD0147,3,5136.08,5,14637.83
ITEM00391,TXN00129,PROD0135,2,33014.11,10,59425.4
ITEM00392,TXN00129,PROD0238,1,5853.63,0,5853.63
ITEM00393,TXN00129,PROD0125,2,10203.3,10,18365.94
ITEM00394,TXN00129,PROD0226,5,20435.52,5,97068.72
ITEM00395,TXN00130,PROD0102,5,1921.62,0,9608.1
ITEM00396,TXN00130,PROD0379,2,14837.37,15,25223.53
ITEM00397,TXN00130,PROD0172,1,7105.47,0,7105.47
ITEM00398,TXN00131,PROD0392,4,1598.75,0,6395.0
ITEM00399,TXN00131,PROD0202,5,2332.18,0,11660.9
ITEM00400,TXN00131,PROD0004,5,3728.79,15,15847.36
ITEM00401,TXN00132,PROD0448,2,1395.25,5,2650.97
ITEM00402,TXN00133,PROD0367,4,10275.65,10,36992.34
ITEM00403,TXN00133,PROD0257,3,7611.58,5,21693.0
ITEM00404,TXN00133,PROD0009,4,1975.47,5,7506.79
ITEM00405,TXN00133,PROD0365,4,985.7,15,3351.38
ITEM00406,TXN00133,PROD0249,3,1161.85,15,2962.72
ITEM00407,TXN00134,PROD0459,3,3797.58,0,11392.74
ITEM00408,TXN00134,PROD0202,1,2332.18,0,2332.18
ITEM00409,TXN00134,PROD0197,2,4752.75,10,8554.95
ITEM00410,TXN00135,PROD0002,4,31786.04,5,120786.95
ITEM00411,TXN00135,PROD0084,2,2632.76,10,4738.97
ITEM00412,TXN00135,PROD0096,4,10270.61,15,34920.07
ITEM00413,TXN00136,PROD0157,1,10527.44,5,10001.07
ITEM00414,TXN00137,PROD0258,2,401.0,5,761.9
ITEM00415,TXN00137,PROD0211,1,1187.95,15,1009.76
ITEM00416,TXN00137,PROD0462,4,1088.74,5,4137.21
ITEM00417,TXN00137,PROD0269,2,4373.12,15,7434.3
ITEM00418,TXN00138,PROD0308,5,994.59,15,4227.01
ITEM00419,TXN00138,PROD0269,2,4373.12,15,7434.3
ITEM00420,TXN00138,PROD0163,4,36929.61,10,132946.6
ITEM00421,TXN00139,PROD0035,2,1824.03,15,3100.85
ITEM00422,TXN00139,PROD0150,2,1050.87,15,1786.48
ITEM00423,TXN00140,PROD0185,4,27570.37,5,104767.41
